gene,label,pos_ctrl_proteasome,pos_ctrl_ribosome,pos_ctrl_DNA_replication,pos_ctrl_spliceosome,pos_ctrl_behan_2019,pos_ctrl_bagel_v1,pos_ctrl_bagel_v2,neg_ctrl_not_expressed,neg_ctrl_found_context_specific,PRODE_NIE_sgRNA,PRODE_NIE_shRNA,avg_Gene_Effect_sgRNA,avg_Gene_Effect_shRNA,MUFFINN_sum_sgRNA,MUFFINN_sum_shRNA,MUFFINN_max_sgRNA,MUFFINN_max_shRNA,RWR_sgRNA,RWR_shRNA,NIE000,NIE200,NIE400,NIE700,NIE900
RPL12,essential,no,yes,no,no,yes,yes,yes,no,no,-10.589368839669,-9.27613267291759,-2.09265569093706,-0.849427935660198,9.99900009999e-05,0.0027997200279972,0.0041995800419958,0.0168983101689831,0,0,-5.92415176335639,-5.95927360225649,-6.20290030545655,-6.02578969859286,-5.6290589799025
RPL13A,essential,no,yes,no,no,yes,yes,no,no,no,-10.4661298843397,,-1.89728249631474,,9.99900009999e-05,,0.0082991700829917,,0,,,,,,
RPL14,essential,no,yes,no,no,yes,yes,yes,no,no,-10.2600807663848,-13.5740891750612,-1.91412545778319,-1.50757408357591,9.99900009999e-05,9.99900009999e-05,0.0066993300669933,0.0004999500049995,0,0,-7.70307288215484,-8.40483593277078,-8.70258259032619,-8.1920032014358,-7.53680932153166
RPL15,essential,no,yes,no,no,yes,no,no,no,no,-14.2446857005397,-9.078308076376,-2.59870691303936,-0.86018870403102,9.99900009999e-05,0.0023997600239976,9.99900009999e-05,0.0171982801719828,0,0,-6.94645331088837,-6.76477351354564,-6.41062802198642,-6.13597065742397,-5.78602062433541
RPL18,essential,no,yes,no,no,yes,yes,yes,no,no,-9.65212274261889,-10.0444445752438,-1.88145892794493,-1.13598834504348,9.99900009999e-05,9.99900009999e-05,0.0073992600739926,0.0054994500549945,0,0,-7.16149709931898,-6.7998220233051,-6.40098848478485,-6.14170880081118,-5.8790960288911
RPL18A,essential,no,yes,no,no,yes,yes,yes,no,no,-10.7817627391166,-9.55907028962901,-2.13371025737509,-0.927714329175497,9.99900009999e-05,0.0013998600139986,0.0043995600439956,0.0126987301269873,0,0.00990099009900991,-6.37467007899839,-6.41718655431904,-6.49722626118873,-6.08470558212946,-5.89667870576406
RPL19,essential,no,yes,no,no,yes,yes,yes,no,no,-10.2923621848552,-9.62177062945501,-2.01937589635363,-0.912129752477665,9.99900009999e-05,0.0017998200179982,0.0053994600539946,0.0147985201479852,0,0.00990099009900991,-6.9431949701608,-6.64035732314198,-6.57357676118064,-6.19785988618612,-5.71537145071038
RPL21,essential,no,yes,no,no,yes,no,no,no,no,-10.0625497909273,,-2.20293717852721,,9.99900009999e-05,,0.001999800019998,,0,,,,,,
RPL22,essential,no,yes,no,no,yes,no,no,no,no,-6.60542720580569,-4.66526027288121,-0.570165283394508,0.0318471346095035,0.0317968203179682,0.0662933706629337,0.098990100989901,0.731526847315269,0.0891089108910891,0.287128712871287,-3.49404519644106,-3.89647966102572,-4.04601872682152,-4.0857976231718,-4.53751301203242
RPL23,essential,no,yes,no,no,yes,no,yes,no,no,-12.3746136278759,-10.0038154633551,-2.3559901080803,-1.07094463934855,9.99900009999e-05,0.0002999700029997,0.0025997400259974,0.0082991700829917,0,0,-6.42009152806664,-6.26769262264359,-6.38822461299019,-5.94319923446292,-5.65177109882544
